,cpu_model_name,nb_cpu_cores,RAM_size,day,hour,cpu_freq_limit percent,current_cpu_frequency_limits,cpu_usage_percent,ram_usage_percent,energy_consumption
273,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:12:51,66,2054,100,33.93,14.5
274,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:06,67,2073,100,34.07,14.6
275,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:08,67,2073,100,33.29,14.6
276,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:10,67,2073,100,33.30,14.5
277,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:13,67,2073,100,34.07,14.6
278,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:25,68,2092,100,33.30,14.6
279,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:27,68,2092,100,33.30,14.7
280,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:29,68,2092,100,33.43,9.25
281,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:32,68,2092,100,33.33,14.7
282,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:44,69,2111,100,33.36,14.7
283,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:47,69,2111,100,34.16,14.7
284,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:49,69,2111,100,34.16,14.6
285,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:13:51,69,2111,100,33.39,14.6
286,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:06,70,2130,99,33.42,14.6
287,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:08,70,2130,100,33.45,14.8
288,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:11,70,2130,100,33.46,14.6
289,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:13,70,2130,100,33.46,9.30
290,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:26,71,2149,100,33.50,14.6
291,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:28,71,2149,100,33.55,14.6
292,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:31,71,2149,100,33.52,14.6
293,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:33,71,2149,100,33.51,14.7
294,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:48,72,2168,99,34.34,14.3
295,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:50,72,2168,100,34.37,14.5
296,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:52,72,2168,100,33.59,14.6
297,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:14:55,72,2168,100,34.38,14.7
298,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:07,73,2187,100,34.41,14.6
299,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:09,73,2187,100,33.62,14.5
300,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:12,73,2187,100,34.43,14.7
301,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:14,73,2187,100,33.64,14.7
302,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:29,74,2206,100,33.71,14.7
303,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:31,74,2206,100,33.64,14.7
304,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:34,74,2206,100,33.69,14.7
305,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:36,74,2206,100,33.68,9.31
306,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:47,75,2225,98,34.52,14.5
307,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:49,75,2225,100,34.51,14.7
308,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:51,75,2225,100,33.73,9.32
309,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:54,75,2225,100,34.50,14.7
310,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:15:56,75,2225,100,34.53,14.8
311,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:09,76,2244,100,34.59,14.5
312,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:11,76,2244,100,33.82,14.4
313,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:14,76,2244,98,34.60,14.6
314,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:16,76,2244,100,33.83,14.7
315,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:29,77,2263,100,33.86,14.6
316,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:31,77,2263,100,33.85,14.4
317,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:34,77,2263,100,33.85,14.6
318,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:36,77,2263,100,33.86,14.6
319,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:38,77,2263,100,33.92,14.5
320,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:48,78,2282,100,34.67,14.7
321,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:50,78,2282,100,33.90,14.7
322,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:53,78,2282,100,33.91,14.7
323,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:16:55,78,2282,100,33.92,14.6
324,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:10,79,2301,100,33.97,14.7
325,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:12,79,2301,100,33.97,14.7
326,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:15,79,2301,100,33.99,14.7
327,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:17,79,2301,100,33.99,14.6
328,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:30,80,2320,100,33.96,14.5
329,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:32,80,2320,100,33.98,14.4
330,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:35,80,2320,100,34.01,14.7
331,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:37,80,2320,100,34.00,14.5
332,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:39,80,2320,100,34.14,14.6
333,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:50,81,2339,100,34.80,14.6
334,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:52,81,2339,100,34.04,14.6
335,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:55,81,2339,99,34.87,14.6
336,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:17:57,81,2339,100,34.90,14.6
337,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:12,82,2358,99,34.14,14.7
338,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:14,82,2358,100,34.14,14.8
339,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:17,82,2358,99,34.13,14.7
340,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:19,82,2358,100,34.14,14.4
341,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:32,83,2377,100,34.19,14.5
342,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:34,83,2377,100,34.19,14.6
343,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:37,83,2377,100,34.93,14.4
344,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:39,83,2377,100,34.22,14.7
345,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:52,84,2396,100,35.04,14.7
346,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:54,84,2396,100,35.05,14.7
347,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:57,84,2396,100,35.04,14.4
348,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:18:59,84,2396,100,34.27,9.43
349,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:15,85,2415,100,35.10,14.8
350,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:17,85,2415,100,34.32,9.34
351,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:20,85,2415,99,35.11,14.7
352,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:22,85,2415,100,34.35,14.6
353,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:35,86,2434,100,34.39,14.7
354,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:37,86,2434,100,34.39,14.7
355,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:40,86,2434,100,34.41,14.6
356,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:42,86,2434,100,34.41,14.7
357,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:55,87,2453,100,35.23,14.5
358,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:19:57,87,2453,100,34.45,14.7
359,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:00,87,2453,100,35.26,14.6
360,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:02,87,2453,100,34.46,14.4
361,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:15,88,2472,100,35.27,14.4
362,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:17,88,2472,100,34.50,14.6
363,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:20,88,2472,100,35.28,14.7
364,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:22,88,2472,100,34.51,14.6
365,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:38,89,2491,100,35.37,14.7
366,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:40,89,2491,100,34.59,14.8
367,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:43,89,2491,100,34.59,14.7
368,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:20:58,90,2510,100,35.41,14.9
369,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:00,90,2510,100,34.64,14.7
370,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:02,90,2510,100,34.62,14.8
371,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:05,90,2510,100,34.65,14.7
372,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:18,91,2529,100,34.68,14.8
373,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:20,91,2529,100,34.70,14.8
374,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:23,91,2529,100,34.72,14.7
375,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:25,91,2529,100,34.72,9.38
376,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:38,92,2548,100,34.76,9.37
377,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:41,92,2548,100,35.55,14.9
378,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:43,92,2548,100,34.77,14.8
379,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:46,92,2548,100,34.77,14.7
380,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:21:59,93,2567,100,34.81,14.8
381,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:02,93,2567,100,34.85,14.8
382,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:04,93,2567,100,34.82,14.7
383,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:07,93,2567,100,34.86,14.6
384,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:17,94,2586,99,35.62,14.5
385,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:19,94,2586,100,34.85,9.35
386,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:22,94,2586,100,35.67,14.6
387,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:24,94,2586,100,34.91,14.7
388,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:40,95,2605,100,34.88,14.2
389,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:43,95,2605,100,34.89,14.1
390,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:45,95,2605,100,34.92,14.2
391,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:22:59,96,2624,100,35.61,14.1
392,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:01,96,2624,100,34.95,14.1
393,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:04,96,2624,100,34.96,14.2
394,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:06,96,2624,100,34.97,14.2
395,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:20,97,2643,100,35.09,14.1
396,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:22,97,2643,100,35.01,14.2
397,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:25,97,2643,100,35.02,14.1
398,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:27,97,2643,100,35.02,14.2
399,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:41,98,2662,100,35.83,13.6
400,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:43,98,2662,100,35.06,14.3
401,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:23:46,98,2662,100,35.07,14.1
402,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:00,99,2681,100,35.88,14.1
403,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:02,99,2681,100,35.10,14.1
404,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:05,99,2681,100,35.10,14.1
405,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:08,99,2681,100,35.88,14.0
406,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:21,100,2700,100,35.11,14.1
407,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:24,100,2700,100,35.12,14.1
408,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:26,100,2700,100,35.15,14.3
409,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,4,3898112,2021-07-23,15:24:29,100,2700,100,35.14,14.2
